danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,title
0.525,0.912,1,-9.508,1,0.0532,0.000836,0.808,0.116,0.322,145.992,473958,4,psytrance,Psytrance New Releases 2020
0.561,0.913,7,-6.29,1,0.0367,9.73E-06,0.679,0.351,0.535,148.99,418000,4,psytrance,Psytrance: From Full on to Forrest Trance
0.694,0.762,0,-8.397,1,0.0426,0.000751,0.88,0.11,0.111,137.968,474667,4,psytrance,PSYTRANCE BANGERS best new 2020
0.745,0.985,9,-4.975,1,0.0877,0.00411,0.718,0.256,0.216,140.025,326000,4,psytrance,Psytrance: Full on New Releases 2020
0.405,0.983,0,-5.137,1,0.253,0.000375,0.154,0.3,0.0449,137.995,428500,4,psytrance,PSYTRANCE BANGERS best new 2020
0.562,0.924,6,-6.879,0,0.0623,0.000143,0.715,0.23,0.387,140.008,433714,4,psytrance,Psy Trance Full-on Morning
0.662,0.983,6,-6.142,1,0.0513,4.13E-05,0.773,0.0839,0.48,148.043,431351,4,psytrance,Psytrance: From Full on to Forrest Trance
0.635,0.99,0,-6.756,1,0.0657,0.000186,0.831,0.21,0.196,145.005,395586,4,psytrance,PsyTrance 2020 felipe
0.6,0.951,6,-7.44,0,0.0518,9.51E-05,0.807,0.338,0.557,148.014,413105,4,psytrance,Psytrance: From Full on to Forrest Trance
0.571,0.918,10,-5.528,0,0.0445,0.000142,0.66,0.13,0.391,141.993,351549,4,psytrance,Psytrance 2020
0.618,0.95,10,-5.209,0,0.0688,8.96E-05,0.761,0.377,0.214,144.011,453333,4,psytrance,PsyTrance 2020/ Progressive PsyTrance Mix
0.507,0.941,1,-6.189,1,0.0845,0.0003,0.744,0.126,0.518,153.907,545455,4,psytrance,Psytrance New Releases 2020
0.623,0.954,1,-5.405,1,0.0364,5.71E-05,0.829,0.545,0.166,145.016,445241,4,psytrance,PsyTrance 2020 felipe
0.66,0.901,1,-8.624,0,0.0483,0.000117,0.816,0.116,0.252,143.994,506400,4,psytrance,PsyTrance 2020 felipe
0.678,0.932,8,-7.878,1,0.0431,0.000187,0.862,0.747,0.283,136.01,532117,4,psytrance,Psytrance Can
0.679,0.905,2,-7.504,1,0.0439,0.0113,0.862,0.652,0.039,135.013,512000,4,psytrance,Psytrance Can
0.611,0.956,11,-5.784,0,0.155,0.00045,0.691,0.377,0.191,145.992,463573,4,psytrance,Psy Trance Full-on Morning
0.748,0.873,7,-9.228,1,0.0671,0.00235,0.776,0.0871,0.119,138.016,419130,4,psytrance,PsyTrance 2020/ Progressive PsyTrance Mix
0.658,0.883,11,-5.966,1,0.0881,0.0043,0.501,0.184,0.308,140.013,416571,4,psytrance,"Psytrance Intensifies (Goa, Psychedelic, Full on)"
0.657,0.947,0,-6.09,1,0.0601,0.000565,0.83,0.306,0.284,142.009,527324,4,psytrance,Psytrance 2020
0.689,0.851,0,-6.159,1,0.0547,0.0141,0.707,0.108,0.379,140.034,337714,4,psytrance,PsyTrance 2020 By GMR
0.545,0.977,1,-5.454,1,0.0399,6.88E-05,0.703,0.127,0.377,144.989,516414,4,psytrance,Psytrance 2020
0.505,0.997,7,-4.936,1,0.0469,0.000108,0.78,0.149,0.347,145.999,447123,4,psytrance,Psytrance New Releases 2020
0.586,0.944,1,-6.48,0,0.0423,6.85E-06,0.781,0.3,0.293,145.011,403862,4,psytrance,Psytrance New Releases 2020
0.575,0.888,11,-8.002,1,0.0464,0.00387,0.821,0.142,0.396,141.993,399296,4,psytrance,PSYTRANCE BANGERS best new 2020
0.619,0.883,7,-7.975,1,0.0413,1.79E-05,0.808,0.147,0.433,147.988,469827,4,psytrance,Psytrance: From Full on to Forrest Trance
0.549,0.965,11,-5.142,0,0.0772,3.93E-05,0.804,0.111,0.44,154.003,490693,4,psytrance,PSYTRANCE BANGERS best new 2020
0.667,0.899,0,-7.041,1,0.0568,0.000993,0.835,0.311,0.0747,138.021,556630,3,psytrance,"Psy, Goa, Full on Trance"
0.649,0.628,1,-11.067,1,0.0562,0.00278,0.872,0.227,0.194,138.016,487000,4,psytrance,PsyTrance 2020 felipe
0.546,0.634,7,-8.067,1,0.171,0.000771,0.526,0.27,0.197,138.03,459130,4,psytrance,Best Psytrance 2020
0.582,0.907,1,-6.638,1,0.0412,1.93E-05,0.805,0.16,0.0385,137.994,507913,4,psytrance,PSYTRANCE BANGERS best new 2020
0.504,0.678,7,-11,1,0.0756,0.000577,0.857,0.0824,0.0623,134.003,428919,4,psytrance,Psytrance Can
0.6,0.855,10,-7.115,0,0.0529,0.00124,0.673,0.12,0.237,141.994,418657,4,psytrance,"Psy, Goa, Full on Trance"
0.614,0.935,6,-5.141,1,0.0449,0.000129,0.791,0.513,0.181,146,419403,4,psytrance,PsyTrance 2019 By GMR
0.668,0.973,11,-6.127,0,0.0489,0.00122,0.833,0.0842,0.252,139.999,459429,4,psytrance,Psytrance Can
0.576,0.983,11,-6.157,0,0.0862,0.000218,0.702,0.225,0.366,140.016,456857,4,psytrance,Psytrance New Releases 2020
0.543,0.929,9,-7.521,1,0.0569,0.00155,0.71,0.0876,0.148,143.018,493427,4,psytrance,"Psytrance Intensifies (Goa, Psychedelic, Full on)"
0.606,0.951,7,-5.142,1,0.063,0.000133,0.886,0.178,0.0363,139.017,511079,4,psytrance,Psytrance New Releases 2020
0.533,0.946,9,-4.882,1,0.0449,0.00066,0.804,0.0662,0.276,143.999,461667,4,psytrance,Psy Trance Full-on Morning
0.563,0.948,9,-5.276,1,0.0476,9.60E-05,0.623,0.273,0.589,145.002,433655,4,psytrance,Psytrance New Releases 2020
0.63,0.95,4,-7.499,1,0.0424,5.53E-06,0.82,0.456,0.388,148.004,473408,3,psytrance,Psytrance: From Full on to Forrest Trance
0.628,0.741,3,-10.45,0,0.0472,0.00372,0.767,0.139,0.103,149.988,384000,4,psytrance,PSYTRANCE BANGERS best new 2020
0.66,0.873,9,-5.582,1,0.069,0.00415,0.695,0.583,0.45,141.999,460000,4,psytrance,Psytrance New Releases 2020
0.657,0.807,2,-7.772,1,0.139,0.018,0.126,0.142,0.194,160.038,288004,4,psytrance,PSYTRANCE BANGERS best new 2020
0.687,0.868,11,-5.31,1,0.0466,0.000922,0.834,0.0832,0.37,142.01,476620,4,psytrance,PsyTrance 2020 By GMR
0.593,0.992,6,-6.58,0,0.0724,0.00808,0.822,0.165,0.0749,138.052,460870,4,psytrance,Psytrance 2020
0.671,0.786,9,-6.379,1,0.0934,0.008,0.432,0.217,0.219,150.041,268838,4,psytrance,Best of PsyTrance
0.684,0.9,1,-5.65,1,0.156,0.00084,0.874,0.355,0.317,142.032,463944,4,psytrance,Psytrance 2020
0.619,0.712,9,-5.082,1,0.0363,0.00069,0.767,0.098,0.636,134.986,453017,4,psytrance,PSYTRANCE BANGERS best new 2020
0.57,0.939,7,-6.638,1,0.0458,0.000375,0.822,0.0859,0.224,144.993,407690,4,psytrance,PSYTRANCE BANGERS best new 2020
0.646,0.873,1,-5.68,1,0.0406,0.000542,0.692,0.0706,0.191,142.004,486205,4,psytrance,PsyTrance 2020 By GMR
0.611,0.931,4,-3.763,0,0.0574,0.000324,0.845,0.075,0.443,134.963,412444,4,psytrance,PSYTRANCE BANGERS best new 2020
0.381,0.889,10,-6.036,0,0.0532,0.00348,0.721,0.0891,0.397,138.013,610806,4,psytrance,PSYTRANCE BANGERS best new 2020
0.766,0.955,2,-4.449,1,0.0404,0.00134,0.85,0.0709,0.134,142.005,520563,4,psytrance,Psytrance Can
0.713,0.722,11,-7.087,0,0.114,0.00473,0.748,0.403,0.245,137.973,453000,4,psytrance,Psytrance New Releases 2020
0.611,0.933,9,-8.072,1,0.0588,0.000627,0.711,0.917,0.213,143.015,444013,4,psytrance,"Psy, Goa, Full on Trance"
0.632,0.962,9,-5.601,1,0.0589,0.000605,0.823,0.0718,0.304,144.991,470069,4,psytrance,PsyTrance 2020 By GMR
0.627,0.866,7,-8.715,1,0.0551,0.0099,0.801,0.0708,0.0367,137.976,445150,4,psytrance,Psytrance Can
0.576,0.937,8,-7.493,1,0.0539,3.79E-05,0.249,0.0872,0.103,148.017,428106,4,psytrance,PsytranceL Full on Progressive (&Goa)
0.599,0.951,7,-6.45,1,0.0447,0.00029,0.713,0.156,0.293,140.019,411429,4,psytrance,Psytrance New Releases 2020
0.557,0.835,1,-7.356,0,0.0496,0.000657,0.826,0.108,0.0386,136.992,569862,4,psytrance,PSYTRANCE BANGERS best new 2020
0.49,0.934,11,-4.205,0,0.0367,4.45E-06,0.79,0.389,0.145,151.991,399475,4,psytrance,DARK PSYTRANCE
0.649,0.819,4,-6.753,0,0.0583,4.45E-05,0.727,0.0924,0.698,145.996,570987,4,psytrance,PSYTRANCE BANGERS best new 2020
0.494,0.949,1,-6.597,1,0.0491,2.44E-05,0.84,0.908,0.366,150.014,464959,4,psytrance,Psytrance Can
0.678,0.759,1,-7.986,1,0.048,0.000305,0.724,0.115,0.367,147.011,448238,4,psytrance,Psytrance: From Full on to Forrest Trance
0.599,0.927,10,-8.952,0,0.0651,0.00261,0.857,0.0319,0.0461,135.019,432149,4,psytrance,Psytrance Can
0.522,0.99,10,-5.534,0,0.054,0.000992,0.802,0.267,0.579,142.998,446434,4,psytrance,"Psytrance Intensifies (Goa, Psychedelic, Full on)"
0.673,0.935,6,-6.429,0,0.0447,0.000319,0.872,0.359,0.232,141.982,402254,4,psytrance,PSYTRANCE BANGERS best new 2020
0.552,0.981,9,-5.822,1,0.0532,0.00126,0.851,0.164,0.252,141.988,507042,4,psytrance,PsytranceL Full on Progressive (&Goa)
0.468,0.829,6,-7.225,0,0.0569,0.00934,0.898,0.329,0.0321,135.989,511765,4,psytrance,PsytranceL Full on Progressive (&Goa)
0.589,0.97,1,-6.511,1,0.0399,2.35E-05,0.343,0.44,0.438,150.028,494121,4,psytrance,Psytrance: From Full on to Forrest Trance
0.707,0.883,10,-10.921,0,0.0625,0.00379,0.827,0.11,0.111,138.011,542253,4,psytrance,Psytrance New Releases 2020
0.838,0.577,0,-7.139,1,0.116,0.0383,0.816,0.0934,0.175,140.002,311739,4,psytrance,PsytranceL Full on Progressive (&Goa)
0.598,0.982,11,-6.147,0,0.0476,0.000753,0.752,0.265,0.486,148.014,414520,4,psytrance,"Psy, Goa, Full on Trance"
0.641,0.942,11,-6.292,0,0.0409,5.90E-05,0.846,0.925,0.0738,148.011,449189,3,psytrance,PsyTrance 2020 By GMR
0.611,0.849,6,-8.572,0,0.0463,0.00111,0.877,0.344,0.239,139.977,391126,4,psytrance,PsyTrance 2020 felipe
0.618,0.885,6,-8.347,0,0.0453,0.000656,0.502,0.37,0.105,138.029,555705,4,psytrance,Best of PsyTrance
0.614,0.805,7,-7.766,1,0.0382,0.00461,0.633,0.222,0.178,136.015,455652,4,psytrance,Psytrance Can
0.673,0.938,7,-7.715,1,0.0421,0.00271,0.841,0.407,0.151,137.983,488696,3,psytrance,"Psy, Goa, Full on Trance"
0.632,0.928,3,-7.703,0,0.0449,0.00575,0.854,0.381,0.269,143.006,505436,4,psytrance,Psytrance New Releases 2020
0.664,0.952,6,-5.993,0,0.0625,0.000151,0.765,0.0979,0.0399,138.023,453351,4,psytrance,PSYTRANCE BANGERS best new 2020
0.483,0.98,1,-5.257,1,0.0389,2.13E-05,0.866,0.311,0.446,146.988,480000,4,psytrance,PSYTRANCE BANGERS best new 2020
0.669,0.878,1,-7.708,1,0.0646,0.00272,0.855,0.37,0.196,137.973,450435,4,psytrance,PSYTRANCE BANGERS best new 2020
0.632,0.914,1,-5.883,1,0.0467,7.46E-06,0.82,0.143,0.628,147.989,470000,4,psytrance,Psytrance: From Full on to Forrest Trance
0.609,0.856,1,-7.363,1,0.0317,1.33E-05,0.836,0.304,0.405,148.012,434747,4,psytrance,DARK PSYTRANCE
0.705,0.888,7,-7.988,1,0.0693,0.000145,0.842,0.114,0.0365,139.997,421714,4,psytrance,Psytrance 2020
0.657,0.961,7,-4.525,1,0.044,6.67E-06,0.772,0.408,0.335,147,448980,3,psytrance,PSYTRANCE BANGERS best new 2020
0.674,0.9,4,-6.672,0,0.0385,0.00101,0.839,0.126,0.0484,138.016,500870,4,psytrance,PSYTRANCE BANGERS best new 2020
0.706,0.951,1,-6.84,1,0.0468,0.001,0.858,0.21,0.338,137.995,518696,4,psytrance,"Psy, Goa, Full on Trance"
0.415,0.991,0,-5.354,1,0.473,0.00384,0.21,0.339,0.053,137.996,227170,4,psytrance,PSYTRANCE BANGERS best new 2020
0.631,0.712,6,-9.589,0,0.0373,0.00884,0.85,0.104,0.0387,139.999,546857,4,psytrance,PSYTRANCE BANGERS best new 2020
0.525,0.974,9,-6.326,1,0.0525,7.69E-05,0.81,0.279,0.796,145.007,407172,4,psytrance,PSYTRANCE BANGERS best new 2020
0.662,0.49,1,-16.04,0,0.0514,0.00154,0.891,0.0874,0.188,136.979,350306,4,psytrance,PSYTRANCE BANGERS best new 2020
0.674,0.857,9,-6.099,0,0.084,0.000566,0.842,0.165,0.104,139.015,511088,4,psytrance,"Psy, Goa, Full on Trance"
0.687,0.929,6,-8.733,1,0.0706,0.000509,0.797,0.127,0.144,144.899,535040,4,psytrance,"Psytrance Intensifies (Goa, Psychedelic, Full on)"
0.617,0.954,7,-6.378,1,0.0594,0.000466,0.808,0.678,0.83,146.996,491429,4,psytrance,PsyTrance 2020 By GMR
0.675,0.824,2,-4.517,1,0.0589,0.00315,0.812,0.236,0.112,138.039,373370,4,psytrance,Psytrance Can
0.599,0.976,11,-4.941,0,0.0457,4.90E-05,0.673,0.421,0.194,144.98,430391,4,psytrance,Psytrance New Releases 2020
0.64,0.973,4,-6.223,0,0.0433,0.00011,0.691,0.269,0.186,139.974,438857,4,psytrance,"Psy, Goa, Full on Trance"
0.57,0.988,1,-5.356,1,0.0339,3.59E-05,0.793,0.882,0.226,144.995,450207,4,psytrance,Psytrance: From Full on to Forrest Trance
0.728,0.964,7,-5.943,1,0.0436,0.0036,0.882,0.719,0.0983,135.001,534647,4,psytrance,PSYTRANCE BANGERS best new 2020
0.416,0.915,1,-6.161,1,0.0536,0.0064,0.82,0.143,0.0327,136.005,490588,4,psytrance,PsyTrance 2020 felipe
0.662,0.973,0,-6.167,1,0.0416,9.35E-06,0.836,0.412,0.355,148.007,528649,4,psytrance,PSYTRANCE BANGERS best new 2020
0.623,0.974,4,-5.827,1,0.0782,0.00332,0.645,0.206,0.423,139.993,382286,4,psytrance,PsyTrance 2020 By GMR
0.592,0.75,1,-6.061,0,0.0393,0.00125,0.767,0.131,0.255,140.026,449143,4,psytrance,Psytrance New Releases 2020
0.66,0.855,6,-8.156,0,0.0439,0.000553,0.766,0.114,0.205,146.029,471947,4,psytrance,Psytrance: From Full on to Forrest Trance
0.632,0.941,11,-6.921,0,0.0764,0.000488,0.846,0.278,0.044,140.028,486857,4,psytrance,"Psy, Goa, Full on Trance"
0.626,0.956,10,-7.785,0,0.0527,0.00228,0.866,0.156,0.447,144.002,496890,3,psytrance,Psytrance: From Full on to Forrest Trance
0.668,0.973,11,-6.127,0,0.0489,0.00122,0.833,0.0842,0.252,139.999,459429,4,psytrance,Best Psytrance 2020
0.609,0.91,9,-5.608,1,0.0519,0.000624,0.761,0.104,0.497,145.001,502916,4,psytrance,PsyTrance 2020 felipe
0.628,0.946,1,-6.344,1,0.0626,0.00206,0.649,0.168,0.436,144.99,403862,4,psytrance,Psytrance New Releases 2020
0.619,0.883,7,-7.975,1,0.0413,1.79E-05,0.808,0.147,0.433,147.988,469827,4,psytrance,Psytrance Can
0.582,0.964,11,-6.686,0,0.0451,0.000218,0.699,0.429,0.165,139.982,461343,4,psytrance,PsytranceL Full on Progressive (&Goa)
0.411,0.971,11,-6.937,0,0.0493,0.000121,0.911,0.227,0.189,140.008,529723,4,psytrance,Psytrance New Releases 2020
0.62,0.836,9,-8.679,0,0.0523,0.00147,0.87,0.405,0.042,136.005,525875,4,psytrance,"Psy, Goa, Full on Trance"
0.707,0.825,0,-9.38,1,0.0536,0.00757,0.878,0.623,0.197,137.981,534464,4,psytrance,Best Psytrance 2020
0.544,0.996,6,-5.826,0,0.0666,0.000251,0.882,0.94,0.408,142.004,419155,4,psytrance,Psytrance New Releases 2020
0.579,0.976,1,-5.319,1,0.0509,0.000232,0.699,0.227,0.165,146.003,420822,4,psytrance,PSYTRANCE BANGERS best new 2020
0.522,0.847,5,-7.666,0,0.0495,0.000316,0.888,0.122,0.165,150.021,451065,4,psytrance,Psytrance New Releases 2020
0.627,0.982,7,-5.276,1,0.0483,0.00184,0.791,0.607,0.423,140.001,490286,4,psytrance,PSYTRANCE BANGERS best new 2020
0.453,0.899,4,-7.81,0,0.0835,0.0253,0.855,0.117,0.0395,145.011,256552,3,psytrance,Best of PsyTrance
0.7,0.847,6,-6.843,0,0.0878,6.84E-05,0.795,0.136,0.613,146.018,456986,4,psytrance,Psytrance: From Full on to Forrest Trance
0.711,0.947,7,-4.403,1,0.0705,6.60E-05,0.831,0.549,0.839,148.009,483222,4,psytrance,Psytrance: From Full on to Forrest Trance
0.565,0.977,7,-5.637,1,0.0607,9.09E-05,0.785,0.275,0.375,144.995,443586,4,psytrance,Psytrance: From Full on to Forrest Trance
0.578,0.975,9,-5.377,1,0.0407,7.70E-05,0.642,0.105,0.145,144.996,476690,4,psytrance,Psytrance 2020
0.69,0.978,0,-5.499,1,0.0508,3.53E-05,0.858,0.531,0.273,140.012,476571,4,psytrance,"Psy, Goa, Full on Trance"
0.617,0.964,0,-6.111,1,0.0543,0.000369,0.816,0.695,0.0389,145.96,506712,4,psytrance,PsyTrance 2019 By GMR
0.56,0.959,10,-5.425,0,0.0579,4.32E-05,0.904,0.0855,0.447,141.995,486761,4,psytrance,Psytrance 2020
0.597,0.984,9,-7.187,1,0.0542,6.16E-05,0.895,0.0633,0.372,145,447380,4,psytrance,"Psy, Goa, Full on Trance"
0.644,0.976,11,-4.587,0,0.0473,5.69E-05,0.778,0.955,0.39,149.027,470799,4,psytrance,Psytrance: From Full on to Forrest Trance
0.628,0.96,1,-5.244,0,0.0599,0.00143,0.718,0.0808,0.2,148.013,363243,4,psytrance,Psytrance New Releases 2020
0.618,0.95,10,-5.209,0,0.0688,8.96E-05,0.761,0.377,0.214,144.011,453333,4,psytrance,Psytrance Can
0.464,0.99,6,-5.025,0,0.0603,0.000487,0.872,0.898,0.363,144.988,463448,4,psytrance,Psytrance New Releases 2020
0.481,0.914,7,-8.999,1,0.0465,8.41E-05,0.854,0.347,0.152,147.001,452164,4,psytrance,Psytrance: From Full on to Forrest Trance
0.634,0.933,11,-5.931,0,0.0419,0.0293,0.91,0.334,0.357,139.989,246857,4,psytrance,Best of PsyTrance
0.653,0.784,11,-8.485,0,0.062,0.0247,0.825,0.398,0.283,140.043,479916,4,psytrance,Psytrance New Releases 2020
0.559,0.922,11,-8.506,0,0.0704,0.00168,0.772,0.0903,0.0595,142.003,472000,4,psytrance,"Psy, Goa, Full on Trance"
0.731,0.827,0,-8.475,1,0.0444,0.000384,0.815,0.118,0.0388,140.021,546293,4,psytrance,"Psy, Goa, Full on Trance"
0.642,0.946,6,-8.573,0,0.0608,0.0166,0.881,0.344,0.297,143.014,234965,4,psytrance,Psytrance: Full on New Releases 2020
0.561,0.814,6,-7.041,1,0.0464,0.00153,0.73,0.22,0.0541,144.002,415000,4,psytrance,PsyTrance 2020 felipe
0.553,0.951,7,-6.321,1,0.0613,0.000234,0.759,0.182,0.322,145.014,417103,4,psytrance,Psytrance: From Full on to Forrest Trance
0.693,0.775,0,-6.586,1,0.0773,0.00243,0.304,0.342,0.348,145.006,364138,4,psytrance,PSYTRANCE BANGERS best new 2020
0.65,0.866,11,-7.455,1,0.0432,0.00025,0.871,0.12,0.174,139.983,469714,4,psytrance,PSYTRANCE BANGERS best new 2020
0.7,0.952,11,-6.889,0,0.0422,0.000109,0.82,0.128,0.226,137.986,403913,4,psytrance,"Psy, Goa, Full on Trance"
0.611,0.965,1,-6.657,1,0.0464,1.38E-05,0.881,0.919,0.329,146.027,387945,4,psytrance,PSYTRANCE BANGERS best new 2020
0.588,0.937,11,-6.619,1,0.0505,0.000379,0.78,0.346,0.3,145.022,414337,4,psytrance,Psytrance 2020
0.635,0.799,11,-9.179,0,0.0662,0.000463,0.64,0.137,0.0769,140.029,450866,4,psytrance,Psytrance 2020
0.582,0.927,4,-7.659,0,0.0347,9.15E-05,0.811,0.399,0.159,135.991,540177,4,psytrance,PSYTRANCE BANGERS best new 2020
0.767,0.717,9,-6.681,0,0.0637,0.00098,0.893,0.0901,0.0347,134.999,440889,4,psytrance,Psytrance New Releases 2020
0.629,0.888,4,-8.758,0,0.0656,0.00128,0.828,0.167,0.115,144.983,468671,4,psytrance,Psytrance New Releases 2020
0.555,0.938,7,-6.268,1,0.0635,1.60E-05,0.798,0.41,0.276,150,430408,4,psytrance,Psytrance New Releases 2020
0.641,0.945,7,-5.491,1,0.064,2.68E-05,0.891,0.386,0.376,141.996,463099,4,psytrance,"Psy, Goa, Full on Trance"
0.659,0.982,2,-4.509,1,0.0554,3.26E-05,0.714,0.252,0.334,144.986,374128,4,psytrance,PsytranceL Full on Progressive (&Goa)
0.575,0.983,1,-6.125,1,0.0424,4.81E-05,0.825,0.139,0.13,145.99,452055,4,psytrance,PsytranceL Full on Progressive (&Goa)
0.464,0.855,9,-8.527,0,0.0358,0.0301,0.918,0.133,0.157,134.958,384444,4,psytrance,Best Psytrance 2020
0.626,0.967,11,-6.413,0,0.0437,0.000788,0.853,0.435,0.055,142.003,498919,4,psytrance,Psytrance: From Full on to Forrest Trance
0.684,0.979,4,-6.352,0,0.0686,0.000557,0.843,0.106,0.0426,138.032,445217,4,psytrance,PSYTRANCE BANGERS best new 2020
0.533,0.959,4,-4.529,0,0.042,0.000153,0.419,0.147,0.541,139.976,180062,3,psytrance,PSYTRANCE BANGERS best new 2020
0.567,0.971,8,-5.174,1,0.0436,9.56E-06,0.693,0.158,0.0991,145.977,397808,4,psytrance,Psytrance 2020
0.639,0.92,9,-6.678,1,0.0588,0.000291,0.748,0.114,0.132,143.981,426667,4,psytrance,Psytrance 2020
0.556,0.957,0,-8.406,1,0.036,4.16E-05,0.82,0.138,0.193,139.983,462824,4,psytrance,Psytrance Can
0.72,0.949,9,-7.185,1,0.0551,0.000226,0.831,0.135,0.382,147.018,452245,4,psytrance,PSYTRANCE BANGERS best new 2020
0.671,0.942,0,-4.905,1,0.0492,9.42E-05,0.768,0.756,0.0887,146.019,406027,4,psytrance,Psytrance 2020
0.637,0.919,7,-6.507,1,0.0389,0.000294,0.858,0.108,0.0935,139.006,538705,4,psytrance,PsyTrance 2019 By GMR
0.566,0.977,1,-6.085,1,0.0409,1.76E-05,0.751,0.379,0.356,150.002,438938,4,psytrance,Psytrance: From Full on to Forrest Trance
0.593,0.926,9,-6.593,0,0.0808,8.80E-05,0.837,0.67,0.188,142.014,481690,4,psytrance,"Psytrance Intensifies (Goa, Psychedelic, Full on)"
0.5,0.974,2,-5.54,1,0.0637,0.00139,0.335,0.106,0.349,153.987,357760,4,psytrance,PSYTRANCE BANGERS best new 2020
0.603,0.976,1,-5.121,1,0.047,1.47E-05,0.696,0.123,0.0691,145.018,443586,4,psytrance,Psytrance 2020
0.667,0.981,11,-5.275,0,0.0621,5.72E-05,0.821,0.208,0.705,140.004,466286,4,psytrance,PsyTrance 2019 By GMR
0.583,0.934,11,-5.843,0,0.0482,0.00166,0.747,0.0744,0.348,140.017,493714,4,psytrance,Psytrance New Releases 2020
0.583,0.954,1,-5.584,1,0.0472,5.96E-05,0.614,0.516,0.268,146.018,460274,4,psytrance,Psytrance 2020
0.772,0.603,3,-7.349,0,0.0558,0.00577,0.894,0.133,0.374,138.01,440603,4,psytrance,PsyTrance 2020 felipe
0.479,0.978,8,-4.941,0,0.0427,4.74E-05,0.846,0.377,0.32,144.994,410483,4,psytrance,PSYTRANCE BANGERS best new 2020
0.419,0.974,6,-5.966,0,0.0547,2.82E-06,0.885,0.951,0.26,153.928,404265,4,psytrance,Psytrance Can
0.699,0.979,7,-6.687,1,0.047,4.89E-05,0.787,0.421,0.533,146.011,466849,4,psytrance,Psytrance: From Full on to Forrest Trance
0.64,0.833,2,-2.756,1,0.0556,0.000561,0.9,0.369,0.314,138.018,381196,4,psytrance,PSYTRANCE BANGERS best new 2020
0.538,0.923,6,-7.129,0,0.0723,0.00489,0.795,0.833,0.0366,144.999,528000,4,psytrance,"Psy, Goa, Full on Trance"
0.633,0.959,1,-6.744,1,0.06,0.00245,0.824,0.312,0.412,144.998,438310,4,psytrance,PSYTRANCE BANGERS best new 2020
0.605,0.941,7,-6.32,1,0.0567,0.000719,0.762,0.177,0.546,144.999,511448,4,psytrance,"Psy, Goa, Full on Trance"
0.544,0.908,6,-6.724,0,0.0369,0.000153,0.803,0.608,0.288,144.02,396667,4,psytrance,PsytranceL Full on Progressive (&Goa)
0.577,0.988,5,-5.227,0,0.0515,0.000175,0.724,0.916,0.319,143.017,439720,4,psytrance,Psytrance 2020
0.574,0.971,9,-6.484,1,0.0426,0.000131,0.811,0.557,0.229,144.996,545187,4,psytrance,"Psy, Goa, Full on Trance"
0.669,0.967,5,-5.538,0,0.0392,7.37E-05,0.831,0.12,0.0835,145.006,448552,4,psytrance,Psytrance: From Full on to Forrest Trance
0.537,0.93,1,-5.882,1,0.054,0.000219,0.923,0.416,0.0574,145.008,387310,4,psytrance,Psytrance 2020
0.688,0.858,7,-8.403,1,0.0559,0.00286,0.846,0.0791,0.0397,140.01,425143,4,psytrance,Psytrance New Releases 2020
0.644,0.918,4,-8.931,0,0.0503,0.000236,0.848,0.173,0.157,153.987,472105,4,psytrance,Psytrance Can
0.495,0.979,4,-6.072,0,0.0632,3.03E-06,0.838,0.114,0.166,169.975,489947,4,psytrance,DARK PSYTRANCE
0.407,0.921,9,-7.005,1,0.123,0.00107,0.722,0.122,0.0583,141.919,481625,4,psytrance,PSYTRANCE BANGERS best new 2020
0.649,0.676,1,-8.733,1,0.0331,0.00502,0.83,0.135,0.0691,138.021,601739,4,psytrance,Psytrance New Releases 2020
0.651,0.991,1,-7.668,1,0.0636,6.42E-05,0.836,0.229,0.19,144.993,357517,4,psytrance,PsyTrance 2019 By GMR
0.458,0.969,10,-6.332,0,0.0642,4.05E-06,0.88,0.361,0.163,167.993,475453,4,psytrance,Psytrance Can
0.548,0.864,7,-7.452,1,0.0423,2.51E-05,0.788,0.0864,0.158,151.989,435790,3,psytrance,Psytrance: From Full on to Forrest Trance
0.654,0.783,7,-8.922,1,0.0531,0.0478,0.808,0.0916,0.32,138.003,500870,4,psytrance,PsyTrance 2020 felipe
0.551,0.979,8,-7.076,1,0.0718,0.000393,0.867,0.111,0.318,145.994,453439,4,psytrance,"Psy, Goa, Full on Trance"
0.545,0.944,6,-5.974,0,0.0711,0.000518,0.877,0.687,0.0568,139.996,517714,4,psytrance,Psytrance 2020
0.663,0.94,7,-7.711,1,0.0438,2.23E-05,0.76,0.0979,0.495,144.973,460452,4,psytrance,Psytrance: From Full on to Forrest Trance
0.69,0.775,1,-8.21,1,0.0649,0.034,0.362,0.368,0.239,141.99,415775,4,psytrance,PsyTrance 2020 felipe
0.581,0.962,7,-5.836,1,0.0522,0.000499,0.843,0.347,0.214,146.982,475636,4,psytrance,Psytrance 2020
0.696,0.928,10,-6.953,1,0.0703,0.000129,0.876,0.159,0.107,140.032,479656,4,psytrance,"Psytrance Intensifies (Goa, Psychedelic, Full on)"
0.6,0.991,11,-4.778,1,0.0649,3.33E-05,0.76,0.238,0.517,148.016,441081,4,psytrance,Psytrance New Releases 2020
0.635,0.921,7,-5.814,1,0.0467,0.000138,0.863,0.31,0.204,141.991,449577,4,psytrance,Psytrance 2020
