danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,title
0.716,0.871,7,-9.014,1,0.057,0.00107,0.886,0.202,0.0781,128.009,460645,4,techno,Techno
0.782,0.951,7,-8.897,1,0.0634,0.00831,0.906,0.121,0.0328,126.999,336845,4,techno,|DARK|HARD|TECHNO
0.804,0.434,10,-12.571,0,0.098,0.000639,0.822,0.0704,0.129,125.011,407040,4,techno,Dark Techno Rave
0.713,0.865,3,-9.155,0,0.0508,0.000238,0.899,0.109,0.334,129.99,377073,4,techno,Dark Techno Rave
0.789,0.909,5,-9.42,0,0.0657,0.00148,0.784,0.0776,0.356,126.991,410290,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.797,0.867,5,-8.827,1,0.0475,0.0018,0.879,0.0792,0.131,128.006,487500,4,techno,Techno
0.661,0.522,2,-12.556,1,0.0734,0.0724,0.926,0.111,0.183,126.982,332987,4,techno,|DARK|HARD|TECHNO
0.795,0.949,6,-6.29,0,0.0412,0.000355,0.836,0.191,0.467,126.017,384762,4,techno,True Techno
0.678,0.912,1,-10.101,1,0.0494,0.00233,0.853,0.102,0.142,130.001,416883,4,techno,Techno
0.764,0.876,0,-7.789,0,0.0747,0.014,0.9,0.222,0.0447,128.994,409121,4,techno,Techno Bangers: Bunker Style
0.782,0.966,7,-10.688,1,0.0589,9.82E-05,0.841,0.12,0.0386,136.019,340424,3,techno,Dark Techno Rave
0.807,0.651,8,-8.75,0,0.0425,0.000444,0.915,0.0747,0.107,123.001,472233,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.663,0.855,7,-10.87,1,0.071,0.0034,0.846,0.106,0.349,132.993,462240,4,techno,Acid Techno: Hard Techno on Acid
0.738,0.951,6,-9.54,0,0.07,0.000146,0.827,0.102,0.405,128.024,405142,4,techno,Dark Techno Rave
0.72,0.705,0,-9.135,1,0.0812,0.00391,0.903,0.103,0.0598,128.004,406245,4,techno,Dark Techno Rave
0.555,0.871,1,-8.873,0,0.072,0.0232,0.745,0.0998,0.354,143.988,309889,4,techno,techno. only. (08/02)
0.679,0.736,2,-8.802,1,0.0578,0.00336,0.882,0.102,0.0366,125.975,278002,4,techno,|DARK|HARD|TECHNO
0.788,0.87,4,-7.174,1,0.0498,0.00657,0.863,0.0739,0.565,123,383171,4,techno,Techno
0.688,0.803,6,-7.569,1,0.0478,0.00143,0.876,0.105,0.678,130.034,336584,4,techno,|DARK|HARD|TECHNO
0.767,0.88,5,-5.912,0,0.0454,5.16E-05,0.863,0.0993,0.237,132.985,347679,4,techno,techno. only. (08/02)
0.59,0.872,1,-6.698,0,0.0847,0.003,0.576,0.346,0.0746,142.006,342027,4,techno,techno. only. (08/02)
0.623,0.709,7,-10.433,1,0.0909,0.000607,0.923,0.106,0.234,127.999,303687,4,techno,Dark Techno Rave
0.834,0.832,6,-6.879,0,0.0727,0.00955,0.883,0.0722,0.365,127.996,330281,4,techno,Techno Bunker
0.796,0.715,11,-10.598,1,0.0568,0.00893,0.917,0.0875,0.0564,126.999,559476,4,techno,Techno
0.759,0.826,0,-10.339,0,0.0487,0.00321,0.871,0.0849,0.0759,127.991,409749,4,techno,Techno
0.727,0.831,11,-6.877,0,0.191,0.000183,0.8,0.64,0.357,127.988,341874,4,techno,Dark Techno Rave
0.798,0.626,7,-7.367,1,0.0739,0.000251,0.699,0.0716,0.0387,128.009,427593,4,techno,Dark Techno
0.809,0.601,11,-11.996,1,0.0533,0.223,0.906,0.112,0.269,123.999,423329,4,techno,Techno
0.763,0.711,11,-11.034,1,0.0927,0.0223,0.928,0.108,0.805,124.003,469000,4,techno,Acid Techno
0.716,0.764,4,-11.972,1,0.135,0.644,0.894,0.11,0.338,129.007,323670,5,techno,True Techno
0.795,0.969,1,-9.605,1,0.0522,0.000636,0.867,0.104,0.0359,127.994,467189,4,techno,Dark Techno Rave
0.651,0.758,11,-15.307,0,0.0482,0.00023,0.869,0.125,0.111,127.412,211766,4,techno,True Techno
0.844,0.451,7,-13.704,1,0.189,0.0646,0.838,0.102,0.0635,127.971,361978,4,techno,Dark Techno Rave
0.527,0.89,2,-9.927,1,0.0381,0.0773,0.899,0.0959,0.0403,133.024,332030,4,techno,Acid Techno
0.734,0.927,11,-5.083,0,0.158,0.0013,0.947,0.495,0.0372,131.01,372411,4,techno,|DARK|HARD|TECHNO
0.8,0.834,11,-9.379,0,0.0774,0.00198,0.845,0.0854,0.12,124.978,430680,3,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.531,0.676,3,-14.895,0,0.0465,0.0467,0.791,0.114,0.0352,133.995,343899,4,techno,|DARK|HARD|TECHNO
0.762,0.736,11,-7.181,0,0.0509,0.000129,0.921,0.0832,0.057,127.988,397653,4,techno,TECHNO Complex 2020
0.797,0.826,10,-9.656,0,0.0632,0.00134,0.938,0.115,0.0739,129.999,415420,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.614,0.91,1,-6.309,1,0.0417,0.000404,0.855,0.389,0.0755,129.995,431362,4,techno,True Techno
0.747,0.88,1,-3.532,1,0.0772,0.0299,0.825,0.151,0.109,130.005,330462,4,techno,Techno 2020
0.681,0.686,4,-10.169,0,0.0598,0.00171,0.123,0.109,0.028,130.014,339692,4,techno,DARK UNDERGROUND TECHNO
0.926,0.951,6,-5.531,0,0.0924,0.00232,0.452,0.313,0.918,123.987,206588,4,techno,techno. only. (08/02)
0.679,0.7,2,-11.141,1,0.0489,0.003,0.886,0.0993,0.38,122.996,472605,4,techno,Techno
0.687,0.723,6,-9.092,1,0.0349,0.00499,0.783,0.176,0.327,123.016,250009,4,techno,True Techno
0.773,0.931,0,-8.189,1,0.0471,0.00751,0.863,0.128,0.147,125.995,434286,4,techno,Techno
0.805,0.934,6,-7.067,0,0.0341,0.00688,0.921,0.0551,0.402,126.004,440119,4,techno,Techno
0.892,0.354,7,-18.62,1,0.3,0.0108,0.934,0.0966,0.322,139.996,232448,3,techno,Acid Techno
0.764,0.779,1,-9.192,1,0.0391,0.00787,0.925,0.0587,0.362,123.006,378830,4,techno,Techno
0.771,0.701,1,-8.804,0,0.0523,0.0219,0.879,0.105,0.24,132.008,383641,4,techno,DARK UNDERGROUND TECHNO
0.623,0.747,1,-12.59,1,0.0394,0.02,0.873,0.0856,0.119,133.009,360569,4,techno,Dark Techno Rave
0.796,0.849,9,-11.047,0,0.0654,0.037,0.954,0.0973,0.358,132.008,381980,4,techno,techno. only. (08/02)
0.707,0.935,1,-6.844,1,0.167,0.017,0.677,0.305,0.148,124.993,370292,3,techno,Dark Techno Rave
0.737,0.894,7,-7.345,1,0.0557,0.0045,0.886,0.108,0.12,129.997,435484,4,techno,Acid Techno: Hard Techno on Acid
0.631,0.762,7,-6.401,1,0.0411,0.00179,0.815,0.0973,0.74,141.866,370309,4,techno,Acid Techno
0.72,0.798,7,-12.687,1,0.0703,0.0198,0.829,0.111,0.039,133.525,290003,4,techno,Dark Techno Rave
0.544,0.489,10,-15.994,0,0.0391,0.268,0.133,0.188,0.107,137.062,300898,4,techno,Techno Bangers
0.718,0.662,8,-11.16,1,0.0627,0.0225,0.859,0.0909,0.0532,122.002,566557,4,techno,Dark Techno Rave
0.755,0.936,1,-12.006,1,0.057,0.492,0.925,0.107,0.561,130.014,354267,4,techno,Dark Techno Rave
0.693,0.718,1,-8.881,1,0.038,0.0144,0.895,0.0767,0.0356,126.001,464263,4,techno,|DARK|HARD|TECHNO
0.801,0.807,10,-9.884,0,0.0548,0.00421,0.893,0.0677,0.12,124.006,430277,4,techno,Techno Music 2020 | Best Techno
0.546,0.942,7,-7.325,1,0.0664,5.08E-05,0.791,0.117,0.173,132.996,420724,4,techno,Techno Bangers: Bunker Style
0.779,0.849,0,-5.703,0,0.191,0.025,0.658,0.107,0.0989,133.001,274286,4,techno,Techno Bangers: Bunker Style
0.742,0.692,5,-7.248,0,0.246,0.000186,0.913,0.112,0.309,129.994,373702,4,techno,techno. only. (08/02)
0.76,0.745,7,-8.088,1,0.0579,0.075,0.859,0.115,0.305,133.002,216541,4,techno,techno. only. (08/02)
0.761,0.982,1,-6.41,0,0.0666,0.00016,0.9,0.104,0.207,142.986,406154,4,techno,Best New Techno - When We Dip
0.669,0.758,9,-10.477,1,0.0819,0.183,0.177,0.131,0.0292,126.997,343255,4,techno,Techno
0.757,0.679,10,-12.513,0,0.057,0.0811,0.898,0.122,0.209,128.011,367465,4,techno,techno. only. (08/02)
0.672,0.828,6,-4.869,0,0.0911,0.00613,0.123,0.122,0.119,129.997,295567,4,techno,techno. only. (08/02)
0.756,0.727,7,-9.098,1,0.0569,0.000892,0.0474,0.0706,0.0294,128.001,437182,3,techno,Dark Techno Rave
0.762,0.73,9,-9.905,0,0.0519,0.00247,0.902,0.111,0.363,132.991,422867,4,techno,Acid Techno
0.764,0.788,4,-9.216,1,0.0596,0.00545,0.894,0.115,0.0286,129.002,428037,4,techno,Techno
0.489,0.792,1,-14.443,0,0.0473,0.00019,0.908,0.101,0.0646,134.997,289846,4,techno,|DARK|HARD|TECHNO
0.673,0.972,7,-8.711,1,0.0542,0.00136,0.837,0.127,0.0761,130.005,391936,4,techno,Techno Bangers: Bunker Style
0.743,0.897,7,-9.898,1,0.0531,0.0657,0.889,0.0981,0.0614,130.008,445116,4,techno,Techno Music 2020 | Best Techno
0.753,0.732,10,-8.778,0,0.057,0.00031,0.885,0.0495,0.174,124.004,428381,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.822,0.677,9,-10.503,1,0.178,0.000517,0.885,0.111,0.217,126.014,495653,4,techno,Techno
0.701,0.796,4,-8.515,0,0.0406,0.00246,0.817,0.11,0.0761,128.001,363751,4,techno,Dark Techno Rave
0.649,0.758,0,-9.968,1,0.0432,5.70E-05,0.898,0.145,0.0355,126.009,472000,4,techno,|DARK|HARD|TECHNO
0.612,0.534,7,-8.558,1,0.0366,4.67E-05,0.835,0.112,0.0316,128.013,459867,4,techno,Dark Techno
0.735,0.82,11,-7.976,0,0.041,0.00181,0.834,0.238,0.218,126.991,480000,4,techno,Techno
0.914,0.682,9,-8.01,0,0.214,0.0101,0.952,0.122,0.584,129.002,366653,4,techno,techno. only. (08/02)
0.668,0.704,8,-7.419,1,0.029,0.00172,0.87,0.0517,0.068,127.005,437116,4,techno,Dark Techno
0.743,0.945,11,-8.66,0,0.0671,0.0977,0.839,0.115,0.172,129.992,417231,4,techno,Acid Techno: Hard Techno on Acid
0.762,0.8,5,-6.163,0,0.0403,0.000976,0.678,0.194,0.344,124.012,196091,4,techno,Techno Music 2020 | Best Techno
0.794,0.868,10,-5.07,1,0.055,0.000365,0.875,0.67,0.0867,128.006,384375,4,techno,Top Techno Tracks 2020
0.695,0.975,1,-7.864,1,0.143,0.201,0.88,0.111,0.148,135.007,348889,4,techno,Dark Techno Rave
0.769,0.587,1,-10.256,1,0.0746,0.00403,0.883,0.0887,0.221,125.004,416250,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.547,0.604,1,-10.222,0,0.0373,0.00278,0.895,0.111,0.249,133.993,347077,4,techno,Dark Techno Rave
0.694,0.922,9,-8.428,1,0.039,0.00101,0.862,0.113,0.118,128.015,435653,4,techno,Techno
0.865,0.742,7,-7.116,1,0.0376,0.0594,0.84,0.105,0.251,125.012,399360,4,techno,Techno
0.827,0.84,10,-6.257,1,0.0481,2.55E-06,0.939,0.127,0.792,129.985,312440,4,techno,|DARK|HARD|TECHNO
0.734,0.87,1,-8.52,1,0.0466,0.00143,0.881,0.127,0.0353,128.01,450000,3,techno,Dark Techno Rave
0.804,0.373,6,-7.985,0,0.0669,0.0828,0.912,0.101,0.209,126.01,390476,4,techno,Techno
0.796,0.942,5,-7.432,0,0.0645,0.00075,0.885,0.101,0.229,126.996,399567,4,techno,Techno Top 50
0.772,0.747,6,-9.373,0,0.0495,0.0156,0.887,0.12,0.0403,124.005,499307,4,techno,Techno
0.787,0.867,10,-9.25,0,0.052,0.000204,0.912,0.653,0.0712,124.993,446400,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.794,0.705,6,-10.499,0,0.169,0.00151,0.926,0.108,0.0313,126.999,395663,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.589,0.916,11,-8.566,0,0.0679,0.000408,0.868,0.326,0.124,132.019,454786,4,techno,TECHNO Complex 2020
0.667,0.742,10,-9.186,0,0.0543,0.00245,0.902,0.11,0.0375,128.015,496440,4,techno,Dark Techno
0.784,0.897,7,-7.096,1,0.0846,0.0105,0.926,0.0748,0.451,124.982,403250,4,techno,Dark Techno Rave
0.684,0.963,1,-10.088,1,0.04,0.0842,0.936,0.105,0.0374,130.003,361846,4,techno,|DARK|HARD|TECHNO
0.657,0.847,1,-11.721,1,0.0473,0.35,0.923,0.0909,0.231,130.001,391199,4,techno,|DARK|HARD|TECHNO
0.783,0.474,10,-14.995,0,0.171,0.0108,0.632,0.11,0.233,124.997,520320,4,techno,Dark Techno
0.686,0.849,1,-7.034,1,0.0458,0.00168,0.826,0.891,0.341,126.01,431684,4,techno,Dark Techno
0.851,0.904,2,-9.654,1,0.0582,0.00182,0.924,0.112,0.26,126.992,313701,4,techno,DARK UNDERGROUND TECHNO
0.788,0.624,4,-13.307,1,0.131,0.234,0.655,0.55,0.0998,128.012,516193,4,techno,Techno
0.798,0.857,2,-8.727,1,0.0533,0.00309,0.915,0.0857,0.0717,126.015,441905,3,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.827,0.77,1,-7.36,1,0.151,0.000113,0.754,0.0946,0.372,121.995,474000,4,techno,Techno Music 2020 | Best Techno
0.596,0.774,10,-9.557,1,0.035,5.87E-05,0.855,0.116,0.111,128.016,362459,4,techno,Dark Techno Rave
0.805,0.882,6,-8.445,0,0.0443,0.0143,0.923,0.11,0.0842,125.997,413324,4,techno,Dark Techno Rave
0.631,0.758,6,-10.057,0,0.0597,0.492,0.912,0.109,0.158,130.004,356308,4,techno,|DARK|HARD|TECHNO
0.788,0.62,1,-8.117,1,0.0522,9.35E-06,0.891,0.0792,0.0554,128.008,371148,4,techno,Dark Techno
0.94,0.88,7,-8.55,1,0.152,0.0122,0.532,0.121,0.61,124.979,376349,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.607,0.964,11,-6.675,0,0.0348,7.78E-05,0.898,0.138,0.0352,127.99,423750,4,techno,Minimal Techno: The Dark Undergound
0.783,0.766,3,-9.348,1,0.0458,0.0109,0.876,0.19,0.129,126.008,412876,4,techno,|DARK|HARD|TECHNO
0.758,0.522,11,-10.308,0,0.22,0.0392,0.634,0.246,0.095,128.038,395966,4,techno,Dark Techno Rave
0.735,0.834,1,-10.378,1,0.0395,0.0767,0.889,0.112,0.0361,128.992,301406,4,techno,Acid Techno
0.749,0.942,7,-7.174,1,0.121,0.00912,0.91,0.116,0.101,124.993,488760,4,techno,|DARK|HARD|TECHNO
0.678,0.839,1,-10.323,1,0.0829,0.000144,0.951,0.112,0.182,134.249,287439,4,techno,Dark Techno Rave
0.745,0.885,11,-7.889,0,0.082,0.00658,0.85,0.23,0.0945,129.999,423806,4,techno,TECHNO Complex 2020
0.623,0.924,6,-6.845,1,0.0941,0.000283,0.853,0.0372,0.272,133.001,413233,4,techno,Techno
0.81,0.8,0,-9.593,1,0.0605,0.0025,0.789,0.0944,0.28,125.005,339839,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.583,0.885,4,-8.94,0,0.0524,0.00142,0.871,0.083,0.25,129.002,426034,4,techno,TECHNO Complex 2020
0.719,0.769,9,-7.263,0,0.064,0.0163,0.856,0.056,0.292,127.005,369893,4,techno,techno. only. (08/02)
0.515,0.925,1,-9.209,1,0.0825,0.000178,0.844,0.109,0.134,128.002,410269,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.768,0.836,11,-7.283,1,0.0471,0.00613,0.858,0.313,0.228,122.99,360976,4,techno,True Techno
0.693,0.925,1,-8.804,0,0.074,0.0226,0.862,0.102,0.378,132.001,299120,4,techno,Dark Techno Rave
0.677,0.87,4,-10.633,0,0.0993,0.361,0.86,0.107,0.0849,132.987,389654,4,techno,Dark Techno Rave
0.592,0.768,7,-8.172,1,0.0608,0.00494,0.903,0.111,0.174,131.004,462743,4,techno,Dark Techno Rave
0.778,0.864,7,-9.741,1,0.0413,0.00724,0.895,0.0952,0.0275,126.008,400101,4,techno,Techno Bunker
0.8,0.444,4,-9.985,0,0.0543,0.00335,0.702,0.111,0.337,125.002,478080,4,techno,Techno
0.802,0.796,0,-5.225,1,0.0554,0.00529,0.886,0.0864,0.309,126.004,414000,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.53,0.828,8,-12.935,0,0.0345,0.0148,0.898,0.114,0.108,130.004,442852,4,techno,Dark Techno
0.695,0.844,2,-10.867,1,0.0426,0.0158,0.906,0.12,0.0371,132.011,443636,4,techno,Dark Techno Rave
0.816,0.866,6,-6.282,0,0.0602,0.000766,0.848,0.0998,0.95,130.016,431077,4,techno,Dark Techno Rave
0.611,0.994,7,-9.043,1,0.044,7.44E-06,0.838,0.162,0.0386,128.014,316148,4,techno,Dark Techno Rave
0.8,0.858,4,-9.525,0,0.0672,0.00494,0.781,0.0772,0.356,126.048,312277,4,techno,Techno Bunker
0.58,0.803,7,-7.641,1,0.0417,2.29E-05,0.806,0.0844,0.397,140.006,333902,4,techno,Techno Bangers
0.779,0.755,11,-10.76,0,0.0519,0.000649,0.893,0.0998,0.141,137.012,354337,4,techno,Acid Techno
0.801,0.71,7,-11.24,1,0.0985,0.00418,0.884,0.552,0.0324,128.023,463000,4,techno,Techno
0.731,0.931,6,-8.045,0,0.0536,0.00073,0.852,0.0752,0.0455,128.002,391992,4,techno,Techno 2020
0.422,0.683,3,-15.904,1,0.0382,0.0706,0.73,0.106,0.0997,132.003,403500,3,techno,techno. only. (08/02)
0.638,0.786,1,-9.568,0,0.0318,0.253,0.895,0.109,0.168,123.989,423871,4,techno,Dark Techno Rave
0.799,0.88,7,-10.528,1,0.0441,0.000947,0.893,0.104,0.439,128.008,360466,4,techno,Dark Techno Rave
0.741,0.73,11,-9.08,0,0.0655,3.69E-05,0.857,0.0677,0.221,126.003,460246,4,techno,Techno
0.774,0.825,11,-12.358,0,0.0462,0.0149,0.955,0.145,0.0608,130.005,358684,4,techno,Dark Techno Rave
0.675,0.801,2,-8.508,1,0.0613,9.72E-05,0.852,0.0979,0.188,125.996,510968,4,techno,Dark Techno
0.607,0.969,2,-5.633,1,0.0589,0.00168,0.878,0.146,0.542,141.973,323175,4,techno,techno. only. (08/02)
0.804,0.742,1,-7.89,0,0.192,0.02,0.728,0.159,0.199,125.002,220125,4,techno,True Techno
0.656,0.863,4,-9.05,0,0.0483,0.00062,0.822,0.322,0.279,135.043,293342,4,techno,|DARK|HARD|TECHNO
0.619,0.717,8,-6.149,1,0.032,0.744,0.887,0.106,0.0567,122.012,177590,4,techno,techno. only. (08/02)
0.735,0.911,4,-6.58,1,0.0396,0.000148,0.902,0.0996,0.227,126.004,460952,4,techno,Dark Techno
0.568,0.705,11,-9.102,0,0.0402,0.000111,0.881,0.508,0.0722,128.005,386009,4,techno,Dark Techno
0.752,0.671,1,-10.4,0,0.102,0.0163,0.869,0.103,0.0511,130.004,414000,4,techno,Dark Techno Rave
0.756,0.503,3,-7.107,1,0.0378,0.353,0.753,0.117,0.176,124.998,419788,4,techno,Techno
0.582,0.915,1,-6.98,1,0.0456,0.00066,0.881,0.0884,0.0206,129.983,503594,4,techno,techno. only. (08/02)
0.765,0.919,1,-10.879,0,0.0336,0.00039,0.773,0.11,0.204,129.997,391619,4,techno,techno. only. (08/02)
0.868,0.831,1,-6.266,1,0.0957,0.00552,0.888,0.0752,0.252,125.002,338963,4,techno,Techno
0.712,0.995,1,-6.326,0,0.0582,0.0305,0.828,0.0975,0.0533,132.012,427108,4,techno,Dark Techno Rave
0.777,0.696,1,-9.253,1,0.0427,0.000739,0.939,0.0686,0.0915,129.987,479720,4,techno,Techno Music 2020 | Best Techno
0.796,0.775,1,-10.423,1,0.0476,0.0281,0.915,0.164,0.0327,124.992,488000,4,techno,Techno / Minimal / Hardcore/ Melodic / Dark
0.74,0.483,6,-11.406,0,0.0384,0.0219,0.663,0.0617,0.172,122.997,507797,4,techno,Techno
0.68,0.995,8,-8.674,1,0.0513,0.00136,0.892,0.0917,0.0416,127.983,389420,4,techno,|DARK|HARD|TECHNO
0.678,0.904,1,-10.645,1,0.0805,0.081,0.919,0.107,0.0602,129.997,376748,4,techno,Dark Techno Rave
0.512,0.986,7,-5.195,0,0.112,0.00215,0.0108,0.325,0.13,137.945,206957,4,trance,Uplifting | Trance
0.537,0.994,0,-9.764,0,0.0875,0.000258,0.858,0.202,0.174,138.009,465978,4,trance,Top Trance Songs EVER
0.54,0.96,6,-3.393,1,0.048,0.00104,0.524,0.245,0.341,132.077,178182,4,trance,Uplifting | Trance
0.548,0.802,7,-6.031,1,0.0432,0.00786,0.0173,0.136,0.12,137.011,265001,4,trance,Top Trance Songs EVER
0.592,0.601,1,-10.643,1,0.213,0.00183,0.749,0.258,0.459,133.936,347493,4,trance,Anjunabeats Volumes 1 - 14
0.472,0.847,0,-7.886,0,0.0671,6.03E-05,0.859,0.0901,0.0938,128.329,217525,4,trance,Progressive Trance
0.503,0.926,1,-5.693,0,0.0804,0.00147,0.124,0.299,0.0376,140.034,226286,4,trance,Top Trance Songs EVER
0.625,0.788,11,-7.801,1,0.0381,0.00329,0.00301,0.122,0.18,128.478,328747,4,trance,Anjunabeats Volumes 1 - 14
0.548,0.942,8,-4.419,1,0.0951,0.0161,0.833,0.303,0.607,138.007,201739,4,trance,Top Trance Songs EVER
0.547,0.904,5,-8.337,1,0.0433,0.000134,0.881,0.144,0.204,127.825,240333,4,trance,Progressive Trance
0.479,0.986,6,-5.349,0,0.182,0.0072,0.0325,0.0555,0.16,137.976,234348,4,trance,"Uplifting, Melodic Trance & Vocal Trance"
0.475,0.985,5,-6.001,0,0.0835,0.00351,0.125,0.101,0.038,137.973,253913,4,trance,UPLIFTING TRANCE 2020
0.205,0.994,9,-5.852,0,0.358,0.00135,0.976,0.107,0.032,138.007,306087,4,trance,Top Trance Songs EVER
0.512,0.975,6,-6.613,1,0.0639,0.000217,0.373,0.0332,0.127,137.997,477253,4,trance,Uplifting Trance.
0.418,0.958,6,-7.096,0,0.108,0.00058,5.29E-05,0.427,0.286,138.057,185000,4,trance,UPLIFTING TRANCE 2020
0.581,0.879,4,-9.845,0,0.057,6.62E-06,0.852,0.0847,0.0399,135.026,405920,4,trance,Top Trance Songs EVER
0.611,0.592,8,-8.235,0,0.0392,0.547,0.00144,0.123,0.327,131.862,236095,4,trance,Uplifting | Trance
0.635,0.84,11,-7.229,0,0.0387,0.00226,0.0151,0.0543,0.15,131.002,445750,4,trance,Vocal Melodic Trance Top 1000
0.609,0.694,1,-10.335,1,0.124,0.000778,0.731,0.619,0.431,136.541,242450,4,trance,State if Trance (The best ASOT Epsidoes)
0.518,0.78,6,-13.114,0,0.0516,0.000333,0.0206,0.125,0.245,129.875,225180,4,trance,State if Trance (The best ASOT Epsidoes)
0.576,0.892,0,-5.539,0,0.0432,0.00235,0.00242,0.415,0.159,132.04,219438,4,trance,Top Trance Songs EVER
0.539,0.883,5,-5.674,0,0.087,0.0208,0.001,0.316,0.112,129.999,172000,4,trance,Progressive Trance
0.475,0.979,7,-6.958,1,0.0777,0.00536,0.0134,0.336,0.108,137.997,252826,4,trance,Uplifting | Trance
0.513,0.954,3,-4.782,0,0.0395,0.00447,0.00496,0.283,0.0957,131.978,218187,4,trance,Best of Trance
0.385,0.996,11,-4.862,0,0.252,0.00206,0.883,0.394,0.0398,137.973,229130,4,trance,UPLIFTING TRANCE 2020
0.447,0.991,6,-4.769,0,0.216,0.0011,0.928,0.503,0.0622,137.947,213913,4,trance,UPLIFTING TRANCE 2020
0.458,0.927,9,-7.734,0,0.0457,0.000334,0.12,0.0335,0.322,140.006,465720,4,trance,Best of Trance
0.42,0.945,0,-6.538,1,0.177,0.00358,0.00633,0.248,0.138,135.839,228321,4,trance,Top Trance Songs EVER
0.639,0.951,9,-4.635,0,0.0524,0.000156,0.845,0.031,0.112,133.971,419442,4,trance,Top Trance Songs EVER
0.52,0.933,9,-6.817,0,0.0681,3.17E-05,0.818,0.409,0.151,131.988,136640,4,trance,ASOT
0.437,0.826,2,-8.564,1,0.0429,0.000101,0.119,0.435,0.0755,138.013,229583,4,trance,"Uplifting Trance, Euphoric Trance"
0.507,0.908,7,-5.382,1,0.0409,8.45E-05,0.934,0.149,0.455,135.003,421535,4,trance,Top Trance Songs EVER
0.576,0.963,5,-5.761,0,0.0788,9.08E-05,0.0952,0.378,0.0699,132.026,241818,4,trance,Vocal Melodic Trance Top 1000
0.467,0.995,11,-4.994,0,0.0966,0.000636,0.0989,0.347,0.118,138.004,203057,4,trance,"Uplifting, Melodic Trance & Vocal Trance"
0.476,0.843,3,-7.284,1,0.0353,0.00226,0.686,0.14,0.186,137.939,227840,4,trance,UPLIFTING TRANCE 2020
0.572,0.906,1,-4.946,0,0.0655,4.82E-05,0.27,0.0886,0.35,132,331136,4,trance,Top Trance Songs EVER
0.625,0.693,0,-4.725,1,0.0697,0.0093,0.000174,0.505,0.0692,129.972,262154,4,trance,Trance 100 Chart - by Armada Music
0.345,0.986,11,-9.112,1,0.0578,5.01E-06,0.945,0.199,0.314,137.962,107890,4,trance,State if Trance (The best ASOT Epsidoes)
0.478,0.945,5,-8.758,0,0.0506,0.000365,0.86,0.0439,0.357,139.454,474213,4,trance,Anjunabeats Volumes 1 - 14
0.453,0.916,6,-11.57,0,0.0535,0.000313,0.701,0.349,0.0396,133.967,163012,4,trance,State if Trance (The best ASOT Epsidoes)
0.412,0.983,7,-4.4,0,0.102,0.00204,0.928,0.587,0.117,137.963,172289,4,trance,Trance 100 Chart - by Armada Music
0.411,0.781,6,-10.163,0,0.0552,0.00014,0.802,0.34,0.248,130.385,139801,4,trance,State if Trance (The best ASOT Epsidoes)
0.483,0.837,7,-7.376,1,0.0346,0.00658,0.427,0.351,0.141,140.009,216000,4,trance,Top Trance Songs EVER
0.318,0.863,4,-4.245,1,0.054,0.000263,0.232,0.305,0.038,127.806,285490,4,trance,Progressive Trance
0.427,0.874,5,-7.831,0,0.0343,0.000679,0.552,0.389,0.261,136.016,252402,4,trance,Uplifting | Trance
0.423,0.838,1,-8.59,0,0.0737,0.0206,0.279,0.66,0.0373,133.952,182687,4,trance,Top Trance Songs EVER
0.491,0.973,1,-7.413,1,0.0542,0.000187,0.167,0.0906,0.217,138.007,365408,4,trance,UPLIFTING TRANCE 2020
0.537,0.71,10,-9.98,0,0.0519,0.0285,0.000654,0.378,0.12,131.68,233312,4,trance,Uplifting Trance.
0.608,0.863,2,-6.663,1,0.392,0.000517,0.522,0.203,0.432,138.013,176834,4,trance,Top Trance Songs EVER
0.517,0.878,9,-8.136,0,0.0374,0.00391,0.903,0.306,0.381,134.99,251079,4,trance,Top Trance Songs EVER
0.512,0.987,1,-4.099,1,0.0927,0.000641,0.0914,0.351,0.263,139.982,241714,4,trance,Top Trance Songs EVER
0.496,0.978,7,-5.558,1,0.0844,0.000136,0.122,0.436,0.0319,137.981,433044,4,trance,Uplifting Trance.
0.588,0.71,5,-5.75,1,0.029,0.025,0.474,0.504,0.447,127.992,183750,4,trance,Uplifting | Trance
0.574,0.818,7,-8.242,1,0.037,0.000397,0.733,0.214,0.33,130.697,326784,4,trance,Anjunabeats Volumes 1 - 14
0.48,0.849,4,-5.985,0,0.0603,0.00446,0.937,0.218,0.0652,139.966,243064,4,trance,Trance Mission
0.5,0.943,2,-5.931,1,0.0445,0.000282,0.318,0.173,0.109,139.985,470656,4,trance,Uplifting Trance.
